VD_hat,VF_hat,VP_hat,CFP_hat,V_adj_hat,SE_adj_hat,design_id,n_stage1_per_form,n_stage2_per_order,total_response_burden,total_participants,repeated_measurement_participants,scenario_id,phase,true_change_logit,R,valid_n
0.022053574765481927,0.00010052218719388195,0.0002757563592739318,1.3167136624767847e-06,0.022429852597016083,0.1487068217460525,GBM01-N1-400-N2-040,400,40,17280,880,80,S05,screen,0.0,3000,2973
0.02788649443464883,0.00011446462217172317,0.00034743183455738494,5.684656627537724e-07,0.028349257400467634,0.16721902388796123,GBM01-N1-400-N2-040,400,40,17280,880,80,S06,screen,0.0,3000,2965
0.027560343596441605,0.00011404260534254295,0.00034483540024559745,6.223316491154981e-07,0.02801914816441114,0.1662321436192907,GBM01-N1-400-N2-040,400,40,17280,880,80,S07,screen,0.0,3000,2968
0.03280041331214129,0.0001263831976754681,0.0004096956124787222,6.671329548590136e-07,0.0333367221233186,0.1812931130835034,GBM01-N1-400-N2-040,400,40,17280,880,80,S08,screen,0.0,3000,2963
0.025701355997100224,0.00011029485880294981,0.0003224769200774789,-1.1112055898964625e-06,0.026133276122601964,0.16052278102364473,GBM01-N1-400-N2-040,400,40,17280,880,80,S09,screen,0.0,3000,2868
0.023283216786726072,5.3460774303608935e-05,5.814777791217381e-05,5.1998912106118855e-09,0.02339493638015065,0.15275019562641612,GBM01-N1-100-N2-200,100,200,18000,600,400,S01,screen,0.0,3000,2967
0.022663111231430905,5.226783146746608e-05,5.674255249399715e-05,-1.05063077955861e-07,0.022771966848822774,0.1506968004358469,GBM01-N1-100-N2-200,100,200,18000,600,400,S02,screen,0.0,3000,2972
0.014979241068584387,3.386468382567972e-05,3.734830269499177e-05,2.3311502612226964e-08,0.015050635725898131,0.12248202537725883,GBM01-N1-100-N2-200,100,200,18000,600,400,S04,screen,0.0,3000,2970
0.02660710307505853,6.139150643028971e-05,6.642127766046162e-05,4.619808141136463e-08,0.026735094280833458,0.16330947542059585,GBM01-N1-100-N2-200,100,200,18000,600,400,S03,screen,0.0,3000,2973
0.02200158686666069,5.060747697964166e-05,5.5015142924791476e-05,1.2532891087517325e-07,0.022107188295445244,0.14847015350987627,GBM01-N1-100-N2-200,100,200,18000,600,400,S05,screen,0.0,3000,2970
0.027604512635995306,6.271579825204431e-05,6.907403400399519e-05,1.938380986646519e-07,0.0277361896419189,0.16630905566506174,GBM01-N1-100-N2-200,100,200,18000,600,400,S06,screen,0.0,3000,2962
